CO-ID,Provider ID,المحافظة,المنطقة,شركة,التخصص الرئيسي,التخصص الفرعي,مقدم الخدمة,عنوان مقدم الخدمة,Telephone1,Telephone2,Telephone3,Telephone4,Hotline,Line Fax -1,Excluded Services,Action Date,Reason of Inactivation / Termination,Address1,Provider Type,Provider Name,Region,City,sub-speciality,speciality,ND Online Status,Provider Rank,Remarks,Status,,,,,,,,,,,,,,len1 ,len2,len3,len4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID006007,3197-B,قنا,نجع حمادى,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدليات شركة مصر,نجع حمادي مجمع الالومنيوم - قنا....الالمونيوم-المصنع,,,,,19110,,-,25/08/2019,,Nag Hammadi Aluminum Complex - Qena.,Pharmacy,Misr Pharmacies (October Pharmacy),Naga Hamady,Quena,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006007
CID006008,3197-B,الجيزة,السادس من اكتوبر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدليات شركة مصر,ستريب مول - بيفرلى هيلز,20238578528,20238578529,201060053364,,19110,,-,25/08/2019,,Strip Mall - Beverly Hills,Pharmacy,Misr Pharmacies (October Pharmacy),6th October,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006008
CID006009,3197-B,قنا,نجع حمادى,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدليات شركة مصر,نجع حمادي مجمع الالومنيوم - قنا...... الالمونيوم-المستشفي.,,,,,19110,,-,25/08/2019,,Nag Hammadi Aluminum Complex - Qena.,Pharmacy,Misr Pharmacies (October Pharmacy),Naga Hamady,Quena,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006009
CID006010,2329-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,محور الجامعة الأمريكية - مول سبوت مول - أمام بوابة ٤ الجامعة الأمريكية,"1278679414
",201278679414,,,16191,,-,25/08/2019,,Axis of the American University - Spot Mall - in front of Gate 4 American University,Laboratory,Alfa Laboratories - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006010
CID006011,2329-B,الجيزة,امبابة,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,٥٤ ش بشتيل العمومي - برج مكة - امبابه,201205591459,,,,16191,,-,25/08/2019,,"54 Bashteel El Omoumy St., Makkah Tower, Embaba",Laboratory,Alfa Laboratories - Egypt,Imbaba,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006011
CID006012,1897-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),1 شارع الحجاز متفرع من جامعة الدول العربية - برج الصفا الطبى د 5,201012208022,,,,19014,,-,26/08/2019,,1 El Hegaz St. Off Gameat El Dewal El Arabeya - El Safa Medical Tower,Laboratory,Al Mokhtabar Laboratory - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006012
CID006013,1897-B,الجيزة,المنيب,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),برج خليفة - شارع ابوزارع (الكونيسة - المنيب) - المنيب,201092457831,,,,19014,,-,26/08/2019,,Burj Khalifa - Abu Zareya Street (Konisseh - Moneeb) - Moneeb,Laboratory,Al Mokhtabar Laboratory - Egypt,Moneeb,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006013
CID006014,1897-B,الجيزة,العمرانية,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),الدور الاول علوى – 1 شارع ذكى هريدى متفرع من شارع ترعة الزمر  - امام مستشفى الصدر  - الجيزة,"01022197155
",20235735900,201022197155,,19014,,-,26/08/2019,,"1st Floor Alawi - 1 Zaki Haridy St. Off Teraet El Zomor Street - In Front Of El Sadr Hospital - Giza
",Laboratory,Al Mokhtabar Laboratory - Egypt,Omraneya,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006014
CID006015,1897-B,الجيزة,السادس من اكتوبر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),33 ش محور كريزى واتر التجاريه على محور 26 يوليو بجوار اركان - ا6 كتوبر,"01013008834
",202237966486,201013008834,,19014,,-,26/08/2019,,33 Crazy Water Commercial Spine St. On 26th Of July Spine Beside Arkan - A 6 October,Laboratory,Al Mokhtabar Laboratory - Egypt,6th October,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006015
CID006016,1897-B,الجيزة,الشيخ زايد,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),الكائن بمول ( The Strip ) بكمبوند بفرلى هيلز الشيخ زايد الوحده رقم ( CD-14  ) - بالدور الاول علوى - الشيخ زايد,201032773324,,,,19014,,-,26/08/2019,,Located in (The Strip) Mall Beverly Hills Sheikh Zayed Unit (CD-14) - first floor Alawi - Sheikh Zayed,Laboratory,Al Mokhtabar Laboratory - Egypt,El Sheikh Zayed,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006016
CID006017,1897-B,الجيزة,السادس من اكتوبر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),المجاورة السابعة - الحى الثانى- سنتر سيلفر مول - مدينة 6 اكتوبر,201013144572,,,,19014,,-,26/08/2019,,"7th Neighborhood, 2nd District, Silver Mall Center, 6th of October City",Laboratory,Al Mokhtabar Laboratory - Egypt,6th October,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006017
CID006018,1897-B,الجيزة,الشيخ زايد,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),المجاورة الخامسة - الحى السادس عشر - مزار مول -  الشيخ زايد,201065858331,,,,19014,,-,26/08/2019,,"5th Neighborhood - 16th District - Mazar Mall - Sheikh Zayed
",Laboratory,Al Mokhtabar Laboratory - Egypt,El Sheikh Zayed,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006018
CID006019,1897-B,الجيزة,السادس من اكتوبر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),92 مدينة الفردوس د1 فوق فرغلى -  مدينة 6 اكتوبر,201028777292,20238858505,201028777292,,19014,,-,26/08/2019,,"92 El Fardous City D1 Above Farghaly - 6th of October City
",Laboratory,Al Mokhtabar Laboratory - Egypt,6th October,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006019
CID006020,1897-B,الجيزة,الحوامدية,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),3 جمال عبد الناصر د 1 - الحوامديه - الجيزه,201069974112,,,,19014,,-,26/08/2019,,Gamal Abdel Nasser D 1 - Hawamdeya - Giza,Laboratory,Al Mokhtabar Laboratory - Egypt,Hawamdeya,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006020
CID006021,1897-B,الجيزة,أوسيم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),ش الجمهورية - اوسيم بجوار المستشفى- الجيزة,201097811122,201097811122,,,19014,,-,26/08/2019,,"El Gomhoureya St - Auseem Beside The Hospital - Giza
",Laboratory,Al Mokhtabar Laboratory - Egypt,Osim,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006021
CID006022,1897-B,القاهرة,المعادى,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),شارع 10061 برج الشراوى -المعراج-المجاوره 10 الدور الاول - كارفور - المعادي,01012121644,20224470035,201012121644,,19014,,-,26/08/2019,,"10061 El Sharawy Tower, El Mearag, Adjacent 10, First Floor, Carrefour, Maadi",Laboratory,Al Mokhtabar Laboratory - Egypt,Maadi,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006022
CID006023,1897-B,القاهرة,المعادى,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),مرتفع القطامية ابراج سما القاهره برج (و9) بجوار برج سما الادارى ومستشفى البنك الاهلى - الشقه رقم (1-2) الدور الاول  - المعادي,01012206221,,,,19014,,-,26/08/2019,,"High Katameya Towers Sama Cairo Tower (and 9) next to the administrative tower Sama and the National Bank Hospital - Apartment No. (1-2) first floor - Maadi
",Laboratory,Al Mokhtabar Laboratory - Egypt,Maadi,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006023
CID006024,1897-B,القاهرة,المعادى,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),1 عمارات طيبه – زهراء المعادى الدور الاول علوى شقة 104 - المعادي,01097844472,20225175896,201097844472,,19014,,-,26/08/2019,,"1 Tiba Bldgs., Zahraa El Maadi First Floor, Alawi Flat 104, Maadi",Laboratory,Al Mokhtabar Laboratory - Egypt,Maadi,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006024
CID006025,1897-B,القاهرة,المعادى,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),7 ش مواصلات كورنيش المعادى بجوار مستشفى النيل البدراوى - المعادي,01013321911,,,,19014,,-,26/08/2019,,7 Mawasalat Corniche El Maadi St. Beside El Badrawy Nile Hospital - Maadi,Laboratory,Al Mokhtabar Laboratory - Egypt,Maadi,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006025
CID006027,1897-B,القاهرة,حلوان,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),66ش الحسيني تقسيم خالد بن الوليد بجوار قسم حدائق حلوان  - حلوان,01012225107,201012225107,,,19014,,-,26/08/2019,,66 El Husseiny St. Khaled Ibn El Walid Division Beside Helwan Gardens Department - Helwan,Laboratory,Al Mokhtabar Laboratory - Egypt,Helwan,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006027
CID006028,1897-B,القاهرة,المقطم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),قطعه 8840 عمارة الروضه الدور الاول شقه 1 – شارع 9 المقطم  امام مستشفى المقطم التخصصى -المقطم,01027730110,20228434626,201027730110,,19014,,-,26/08/2019,,Plot 8840 building Rawda first floor apartment 1 - Street 9 Mokattam in front of Mokattam Specialized Hospital - Mokattam,Laboratory,Al Mokhtabar Laboratory - Egypt,Mokattam,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006028
CID006029,1897-B,القاهرة,المنيل,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),47 ش المنيل د1 -ش3 بجوار بيتزا كينج-المنيل,01012206620,201012206620,,,19014,,-,26/08/2019,,47 Manial St. D1-Rd. 3 Beside Pizza King - Manial,Laboratory,Al Mokhtabar Laboratory - Egypt,Manial,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006029
CID006030,1897-B,القاهرة,مصر الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),129 ش المرغنى - السبع عمارات د1 علوى -مصر الجديدة-القاهرة,01090823999,20224170561,20201090823999,,19014,,-,26/08/2019,,"129 El Merghany St., El Sabaa Buildings D 1 Elwy, Heliopolis",Laboratory,Al Mokhtabar Laboratory - Egypt,Heliopolis,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006030
CID006031,1897-B,القاهرة,حدائق القبة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),7 شارع السواح بجوار بنك القاهرة د1 شقه 2- السواح,01024397733,20226010837,201024397733,,19014,,-,26/08/2019,,Apartment For Sale in El Sawah 7,Laboratory,Al Mokhtabar Laboratory - Egypt,Hadayek El Kobba,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006031
CID006032,1897-B,القاهرة,مصر الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),5 طه حسين تقسيم الشرطة ... النزهه الجديدة .... بجوار صيدلية المنيرى,01030977741,20226236897,201030977741,,19014,,-,26/08/2019,,5 Taha Hussein Police Station ... El Nozha El Gadida,Laboratory,Al Mokhtabar Laboratory - Egypt,Heliopolis,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006032
CID006033,1897-B,القاهرة,عزبه النخل,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),ا شارع الصحة 107( ش شرق السكة الحديد سابقا) د2  – عزبة النخل الشرقية – مركز المرج – محافظة القاهرة,01012208226,201012208226,,,19014,,-,26/08/2019,,A Health Street 107 (East of the railway previously) D 2 - East Ezbet Al Nakhl - Marg Center - Ezbet Al Nakhl,Laboratory,Al Mokhtabar Laboratory - Egypt,Ezbet El Nakhl,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006033
CID006034,1897-B,القاهرة,المرج,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),165 شارع محطة المرج الشرقى امام محطة مترو المرج القدیمة –الدور الاول شقة 2 - المرج,01030977743,,,,19014,,-,26/08/2019,,"165 East Marg Station Street in front of the old Marg Metro Station - First Floor Apartment 2 - Marg
",Laboratory,Al Mokhtabar Laboratory - Egypt,El Marag,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006034
CID006035,1897-B,القاهرة,المطرية,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),20 شارع المطرية -برج أ - ابراج بيت العز - المطريه,01022004432,,,,19014,,-,26/08/2019,,"20 El Matareya Street, Tower A, Bait El Ezz Towers, El Matareya",Laboratory,Al Mokhtabar Laboratory - Egypt,Matareya,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006035
CID006036,1897-B,القاهرة,مدينة نصر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),60 عباس العقاد امام ماكدونالد الدور الاول علوى - مدينة نصر-القاهرة,01030977742,20222735126,201030977742,,19014,,-,26/08/2019,,"60 Abbas El Akkad, in front of McDonald's, 1st Floor, Alawi, Nasr City",Laboratory,Al Mokhtabar Laboratory - Egypt,Nasr City,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006036
CID006038,1897-B,القاهرة,مدينة نصر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),برج الصديق اعلى صيدلية هشام حسين ( حى الواحة - مدينة نصر ) - - مدينه نصر,01065316622,,,,19014,,-,26/08/2019,,"El Seddik Tower, Above Hisham Hussein Pharmacy (El Waha District, Nasr City)",Laboratory,Al Mokhtabar Laboratory - Egypt,Nasr City,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006038
CID006039,1897-B,القاهرة,مدينة نصر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),عمارة 9 عمارات العبور - شارع صلاح سالم -  - مدينه نصر,01090011278,201090011278,,,19014,,-,12-سبتمبر-2023,,9 El Obour Bldgs - Salah Salem Street  - Nasr City,Laboratory,Al Mokhtabar Laboratory - Egypt,Nasr City,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006039
CID006040,1897-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),شارع التسعين - ميديكال بارك خلف المستشفى الجوى التخصصى  - التجمع الخامس,01065653301,,,,19014,,-,26/08/2019,,90th Street - Medical Park Behind Air Specialized Hospital - 5th Compound,Laboratory,Al Mokhtabar Laboratory - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006040
CID006041,1897-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),ميديكال بارك - التجمع الخامس,01063799909,,,,19014,,-,26/08/2019,,"Medical Park - Fifth Settlement
",Laboratory,Al Mokhtabar Laboratory - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006041
CID006042,1897-B,القاهرة,الرحاب,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),المركز الطبى2 خلف مجمع البنوك,01032773321,,,,19014,,-,26/08/2019,,Medical Center 2 Behind Banks Complex - Al Rehab,Laboratory,Al Mokhtabar Laboratory - Egypt,Rehab City,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006042
CID006044,1897-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),الوحده الطبيه رقم ( 23-24-25 ) G1  بالدور الارضى - امتداد السادات – التجمع الاول,01003377675,,,,19014,,-,26/08/2019,,"Medical Unit No. (23-24-25) G1 ground floor - extension Sadat - the first assembly
",Laboratory,Al Mokhtabar Laboratory - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006044
CID006045,1897-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),مول كونكورد بلازا التجارى - قطعه رقم 44 بمنطقة تجمعات شرق الطريق الدائرى ( التجمع الخامس بالقرب من الجامعة الامريكية ) الدور الاول -  التجمع الخامس,01011044758,20225365454,201011044758,,19014,,-,26/08/2019,,"Concord Plaza Commercial Mall - Plot #44 East Ring Road (5th Settlement Near AUC) 1st Floor - 5th Settlement
",Laboratory,Al Mokhtabar Laboratory - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006045
CID006046,1897-B,القاهرة,القاهرة الجديدة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),المركز الطبى رقم 1 عيادة رقم 315 الدور الثالث – مدينتى,01030977745,20221109255,201030977745,,19014,,-,26/08/2019,,"Medical Center No. 1 Clinic No. 315 Third Floor - Madinaty
",Laboratory,Al Mokhtabar Laboratory - Egypt,New Cairo,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006046
CID006047,1897-B,القليوبية,مدينة العبور,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),مول تاون ستارز - الحى السابع - امام نافورة امون - العبور,01099413377,,,,19014,20244793186,-,26/08/2019,,"Town Stars Mall - 7th District - In Front Of Amoun Fountain - El Obour
",Laboratory,Al Mokhtabar Laboratory - Egypt,Obour City,Qalioubia,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006047
CID006048,1897-B,القاهرة,مدينة الشروق,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),الدور الثانى - مول سيتى بلازا طريق مصر السويس – بجوار الجامعه البريطانيه – مدينه الشروق,01066973376,,,,19014,,-,26/08/2019,,"2nd Floor - City Plaza Mall Misr Suez Rd - Beside British University - El Shorouk City
",Laboratory,Al Mokhtabar Laboratory - Egypt,El Shorouk,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006048
CID006049,1897-B,القاهرة,مدينة بدر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),مول 60 - الحى الاول - المجاورة الثانية - فوق فوافون - مدينه بدر,01028759666,202228609628,201028759666,,19014,,-,26/08/2019,,"Mall 60, 1st District, 2nd Neighborhood, Above Fawafon, Badr City
",Laboratory,Al Mokhtabar Laboratory - Egypt,badr city,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006049
CID006050,1897-B,البحيرة,رشيد,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),ش عبد السلام عارف امام بنك -الاسكندرية,2.0109E+11,,,,19014,,-,27/08/2019,,Abdel Salam Aref St. In Front Of Bank alexandria,Laboratory,Al Mokhtabar Laboratory - Egypt,Rashid,Behira,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006050
CID006051,1897-B,الاسكندرية,الساحل الشمالي,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),مول داون تاون مارينا - وحدة 1- امام بوابة مارينا4 -الساحل الشمالي,201007732443,,,,19014,,-,27/08/2019,,Downtown Marina Mall - Unit 1 - In front of Marina Gate 4 - North Coast,Laboratory,Al Mokhtabar Laboratory - Egypt,North Coast,Alexandria,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006051
CID006052,1897-B,الاسكندرية,سيدي جابر,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),228 شارع بور سعيد برج زمزم اسبورتنج سيدى جابر  - الاسكندريه,2035223175,2035223174,201007735223,,19014,,-,27/08/2019,,228 Port Said Street Zamzam Sporting Tower Sidi Gaber - Alexandria,Laboratory,Al Mokhtabar Laboratory - Egypt,sidi gaber,Alexandria,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006052
CID006054,1897-B,الدقهلية,طلخا,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),ش صلاح سالم - برج خفاجة - بجوار  وكالة المنصورة وصيدلية الطرشوبى د1 علوى - طلخا,01007745660,201007745660,,,19014,,-,27/08/2019,,Salah Salem St. - Khafaga Tower - Beside Mansoura Agency & Tarshouby Pharmacy D 1 Alawi - Talkha,Laboratory,Al Mokhtabar Laboratory - Egypt,Talkha,Dakahlia,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006054
CID006055,1897-B,الشرقية,الشرقية,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),برج 2 لاردنية سيتي سنترال امام البنك الاهلي  - مركز براعم - الشرقيه,01092211341,201092211341,,,19014,,-,27/08/2019,,Tower 2 of Jordan City Central in front of the National Bank - Baraem Center - East,Laboratory,Al Mokhtabar Laboratory - Egypt,Sharqeya,Sharqeya,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006055
CID006056,1897-B,البحيرة,كوم حمادة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),1 شارع التحرير امام المزلقان بجوار البنك الاهلى د1 علوى - كوم حماده,01007740911,,,,19014,,-,27/08/2019,,1 Liberation Street in front of the Mazlakan next to the National Bank D 1 Alawi - Kom Hamada,Laboratory,Al Mokhtabar Laboratory - Egypt,Koum Hamada,Behira,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006056
CID006057,1897-B,كفر الشيخ,كفر الشيخ,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),10برج الباشا شارع الخلفاء الراشدين – امام مصرف ابوظبى الاسلامى - امام المحكمة الادارية - كفر الشيخ,01090011244,201090011244,,,19014,,-,27/08/2019,,"10 El Pasha Tower El Kholafaa El Rashedin Street - In Front Of Abu Dhabi Islamic Bank - In Front Of Administrative Court - Kafr El Sheikh
",Laboratory,Al Mokhtabar Laboratory - Egypt,Kafr El Sheikh,Kafr El Sheikh,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID006057
